"x","sgy2","sgy3","sgy4","sgy5","sgy6","sgy7","sgy8","sgy9","sgy10","sgy11","sgy12","sgdy2","sgdy3","sgdy4","sgdy5","sgdy6","sgdy7","sgdy8","sgdy9","sgdy10","sgdy11","sgdy12"
94605,94599.4285714288,94597.9047619047,94386.670995671,94437.4242424243,94430.0629370629,94704.2705882354,95147.0092879256,95746.5908889871,96056.594965675,96145.0658385093,96100.409468599,-207.19999999991,-199.999999999998,-337.533333333335,-334.60909090909,-332.324175824176,-275.210714285721,-279.791666666665,-370.687719298241,-431.548051948056,-462.558300395256,-474.019230769231
94402,94409.9714285718,94407,94378.2987012987,94159.4055944056,94245.8041958042,94520.2986425341,95223.160990712,95619.7324192834,95742.0912062765,95705.7279503105,95595.4983574879,-149.799999999942,-135.142857142858,-101.600000000003,-164.509090909091,-184.582417582414,-290.678571428576,-420.602941176468,-488.121052631575,-517.388311688315,-524.067193675889,-519.778461538461
94293,94283.1428571432,94258.7619047619,94242.2034632034,94319.634032634,94449.1118881119,94972.5873303169,95118.801857585,95218.6178681999,95206.6842105263,95110.4409937888,94970.8666666666,-66.9000000000813,-23.3571428571435,22.4999999999961,19.0909090909092,-162.593406593399,-392.98571428572,-544.950980392154,-587.438596491223,-587.376623376626,-574.982213438735,-557.152307692308
94247,94232.8571428574,94232.5714285714,94338.4025974026,94668.7342657342,95188.5454545455,95110.8144796382,94933.947368421,94641.3529411764,94503.2765609676,94384.9304347826,94258.8701449275,94.0999999998786,141.392857142858,114.849999999996,-45.5818181818191,-316.307692307685,-517.900000000005,-604.735294117644,-652.889473684207,-642.606493506497,-615.189723320158,-588.323076923077
94348,94380.2285714286,94511.9047619047,94845.8528138528,95325.9627039627,95269.7832167832,94975.1266968328,94465.1702786377,94088.2423706324,93727.5867930696,93573.2422360248,93481.4979710145,323.399999999874,240.964285714284,-12.6166666666642,-378.518181818182,-544.961538461531,-603.775000000007,-657.276960784311,-667.540350877188,-673.451948051951,-646.517786561265,-614.353846153846
94845,94926.0857142857,95194.5238095238,95552.1341991341,95266.7575757576,94791.7202797203,94307.6000000002,93881.9566563466,93381.1879699248,93048.2566198104,92757.8621118012,92659.0539130435,391.499999999911,-27.7500000000021,-528.816666666659,-701.445454545454,-733.807692307685,-714.175000000006,-681.257352941173,-681.21578947368,-667.3025974026,-662.328063241107,-634.84923076923
95611,95690.6285714285,95771.1428571428,95135.6103896104,94444.8671328671,93841.3356643357,93357.5954751133,92966.9411764705,92661.1782397169,92295.8447204969,92065.1540372671,91856.6993236715,-251.00000000001,-902.107142857144,-1005.91666666666,-955.999999999976,-873.945054945048,-797.189285714294,-730.600490196075,-678.00877192982,-666.538961038964,-649.910079051384,-643.431538461538
95573,95436.9714285714,94468.7619047619,93648.0865800866,93018.8298368298,92555.1818181819,92197.1809954753,91930.0123839008,91728.4643962847,91570.6711343576,91327.4347826087,91178.8100483092,-1924.40000000001,-1633.25,-1349.25,-1130.09090909089,-970.725274725267,-852.321428571435,-766.044117647055,-702.684210526291,-655.246753246756,-643.666007905139,-628.499999999999
92729,91995.6285714285,91683,91430.7922077922,91221.1678321679,91045.2097902098,90916.1004524888,90818.6996904024,90742.6430782839,90681.8290290945,90626.6447204969,90467.898937198,-2909.30000000001,-2046.60714285715,-1536.81666666666,-1227.89999999998,-1023.74175824175,-885.407142857153,-789.416666666664,-720.077192982433,-668.745454545457,-629.175889328064,-619.112307692307
86664,87692.0571428571,88414.8571428571,88937.0389610389,89257.0209790211,89453.8741258741,89582.7963800906,89670.4086687306,89729.4117647059,89765.6878064727,89788.5478260869,89800.8643478261,-2747.40000000001,-2051.46428571429,-1568.68333333333,-1246.41818181817,-1038.2967032967,-898.867857142865,-800.791666666663,-730.208771929805,-676.764935064938,-635.679841897234,-603.535384615383
85519,85258,85896.1904761904,86683.3333333333,87378.2564102565,87899.2307692308,88263.346606335,88522.6377708977,88707.7859354268,88842.1503759398,88941.3788819875,89019.7022222222,-1543.70000000001,-1611.82142857143,-1409.51666666667,-1188.91818181818,-1015.74175824175,-890.857142857153,-800.235294117643,-731.499999999983,-679.214285714288,-638.434782608692,-606.926153846153
85441,85404.9142857143,84999.5238095238,85272.1991341991,85876.8484848486,86505.2797202798,87025.2588235296,87413.7616099071,87705.8934099956,87928.6381170317,88103.0931677018,88240.9683091787,-187.500000000011,-814.607142857145,-1044.81666666668,-1037.03636363636,-950.615384615377,-860.075000000007,-784.286764705879,-723.889473684195,-675.515584415587,-637.935770750985,-608.19923076923
85622,85575.8857142857,85491.7142857143,85038.5584415584,85064.3986013987,85453.5034965035,85944.4135746608,86393.3003095975,86756.2246793455,87049.0715920235,87285.0236024844,87469.6378743961,69.7999999999893,-88.75,-534.41666666668,-771.090909090913,-827.03296703296,-799.921428571438,-751.848039215683,-705.501754385952,-666.306493506496,-633.613636363634,-606.136153846153
85675,85709.1142857143,85685.1904761904,85568.0476190475,85079.5081585082,84939.9230769231,85154.7502262445,85521.2786377708,85898.6974789917,86226.314808761,86495.7726708074,86718.3149758454,45.2999999999917,-3.6428571428578,-111.166666666674,-427.363636363644,-628.25274725274,-698.614285714293,-698.970588235291,-676.321052631568,-649.951948051951,-624.072134387349,-600.600769230768
85751,85721,85707.9523809524,85663.6666666667,85525.8904428905,85031.6153846154,84801.7692307694,84903.5634674922,85176.5488721805,85480.4589735207,85757.9378881987,85999.1068599034,-64.80000000001,-68.0357142857158,-88.9500000000014,-153.654545454557,-380.604395604384,-545.492857142866,-617.691176470586,-633.094736842097,-624.148051948055,-608.373517786559,-591.306153846153
85603,85605.1428571428,85583.619047619,85561.3852813852,85514.5920745921,85384.3706293706,84917.276923077,84646.6099071206,84662.4135338347,84850.8810068649,85093.3975155279,85329.271884058,-172.300000000009,-164.500000000002,-149.433333333334,-150.509090909107,-190.362637362624,-361.935714285722,-499.799019607841,-566.740350877188,-586.781818181821,-585.670948616599,-577.27923076923
85334,85341.2,85346.2857142857,85336.8181818182,85329.0559440559,85301.4335664336,85191.8687782807,84747.2786377709,84445.9358690846,84404.2526969598,84532.8857142857,84727.5271497584,-276.100000000009,-240.464285714286,-220.283333333335,-201.60909090911,-198.269230769219,-226.700000000009,-358.598039215684,-471.512280701752,-531.768831168834,-554.00889328063,-557.994615384614
85022,85012.9142857143,85022.9523809524,85043.1082251082,85055.337995338,85065.034965035,85041.0606334843,84937.4643962848,84521.4431667405,84211.6116377901,84133.6124223602,84221.9037681159,-317.700000000013,-300.964285714287,-275.516666666667,-260.327272727269,-246.021978021967,-238.514285714292,-255.784313725488,-359.740350877192,-454.262337662341,-508.58003952569,-532.340769230768
84661,84677.3714285714,84684.0952380952,84704.5108225108,84733.324009324,84742.2727272728,84749.9846153847,84734.8761609907,84645.7218045114,84261.1892775416,83957.0385093168,83863.0452173913,-333.700000000008,-328.535714285714,-323.316666666667,-309.263636363632,-293.961538461529,-277.925000000008,-268.732843137253,-280.208771929826,-364.687012987016,-446.04446640316,-496.813076923076
84351,84339.9428571428,84351.0476190476,84357.9307359307,84362.0885780886,84380.6853146854,84394.3873303168,84409.4024767801,84405.4449358692,84335.1068976789,83988.3229813665,83699.7965217391,-340.600000000009,-350.178571428571,-353.55,-346.299999999997,-331.543956043948,-317.528571428578,-303.029411764704,-294.257894736846,-303.528571428573,-375.760869565216,-448.450769230768
84001,84012.3142857142,84002.2380952381,83989.6536796537,83984.7086247086,83990.6573426574,84012.2751131223,84032.9969040247,84059.5179124282,84073.2902909447,84024.6422360248,83710.7315942029,-362.20000000001,-372.678571428572,-371.183333333335,-367.736363636361,-361.049450549443,-349.057142857151,-337.62745098039,-326.554385964919,-321.124675324677,-331.116600790512,-394.82923076923
83649,83632.8857142857,83618.5238095238,83605.6796536796,83600.8205128205,83601.1118881119,83611.9538461539,83641.4891640866,83675.9022556392,83716.3203661327,83742.6807453416,83636.4915942029,-400.000000000009,-387.785714285703,-384.633333333336,-382.209090909088,-379.456043956038,-374.921428571435,-367.299019607841,-361.056140350887,-355.080519480521,-353.202569169959,-350.517692307692
83201,83202.5428571428,83204.7142857143,83209.2337662337,83207.1118881119,83209.3216783217,83218.6669683259,83241.3065015479,83280.8146837683,83322.739457339,83292.4472049689,83106.7037681159,-415.000000000012,-403.642857142838,-396.366666666669,-394.472727272726,-393.824175824172,-394.435714285721,-395.102941176468,-393.257894736854,-391.658441558443,-373.685770750987,-329.90923076923
82751,82766.6,82784.619047619,82794.606060606,82805.4032634033,82813.3496503497,82827.6859728507,82846.4334365325,82873.4329942503,82832.3468453743,82646.2919254658,83102.489468599,-419.000000000006,-413.214285714263,-409.56666666667,-407.081818181817,-409.456043956041,-414.346428571434,-420.100490196076,-424.982456140365,-408.064935064937,-357.538537549406,-420.89
82375,82364.7142857143,82364.8095238096,82377.8354978355,82392.6666666667,82412.7622377623,82428.2941176471,82444.9009287925,82375.1061477222,82159.7551487414,82649.8596273292,83073.4552657005,-410.400000000008,-419.678571428559,-421.250000000002,-424.590909090907,-429.862637362635,-437.960714285722,-446.718137254899,-432.256140350893,-377.877922077923,-457.928853754939,-537.421538461538
81967,81967.9428571428,81960.761904762,81961.9307359307,81978.1445221445,81994.7622377623,82012.4443438915,81929.507739938,81690.0818222024,82208.622098725,82632.202484472,82452.8877294686,-413.60000000001,-424.249999999997,-436.916666666668,-447.181818181816,-457.230769230769,-466.725000000007,-448.615196078428,-384.919298245632,-487.615584415586,-585.479249011856,-574.748461538462
81541,81543.3142857143,81549.6190476191,81549.8658008658,81550.0116550117,81558.4335664336,81463.8280542988,81210.8235294117,81785.9009287925,82215.9751552795,81971.3913043478,81363.4208695652,-437.700000000008,-444.107142857151,-460.249999999996,-476.909090909089,-490.032967032969,-465.346428571436,-385.394607843135,-513.098245614032,-630.657142857144,-619.163043478259,-527.770000000001
81100,81101.0285714286,81104.7619047619,81107.0346320346,81100.1375291375,80979.1188811189,80705.0533936653,81355.3436532507,81799.8381247236,81492.7839163125,80812.3403726708,80449.1700483092,-472.500000000007,-486.857142857165,-498.59999999999,-513.827272727271,-481.02747252747,-380.367857142864,-542.487745098036,-682.638596491227,-664.238961038962,-554.768774703556,-485.136923076924
80620,80619.4,80613.1904761905,80606.6060606061,80477.6270396271,80185.7342657343,80924.3493212671,81370.4922600619,80984.5241043785,80229.881006865,79849.5378881987,79823.2407729468,-530.500000000007,-541.642857142877,-552.433333333325,-495.554545454544,-362.412087912082,-576.867857142866,-748.45833333333,-718.343859649121,-582.007792207793,-499.245059288537,-474.609230769232
80065,80059.3428571429,80052.8095238095,79909.9913419914,79625.337995338,80504.4895104895,80941.084162896,80440.9752321981,79592.2215833702,79201.974501471,79206.8149068323,79187.3582608696,-605.400000000007,-608.464285714299,-516.549999999994,-330.936363636363,-620.478021978017,-832.835714285723,-784.553921568624,-612.24385964912,-511.907792207793,-483.408102766799,-454.490000000001
79406,79409.7714285714,79269.3333333333,79018.4502164502,80080.2983682984,80489.0839160839,79849.3511312218,78893.0650154799,78497.2543122512,78543.4815299117,78558.1863354037,78487.4401932367,-686.50000000001,-526.107142857147,-262.049999999998,-687.027272727272,-954.412087912083,-869.492857142867,-643.94607843137,-521.198245614033,-489.458441558443,-457.174901185771,-411.803846153847
78680,78553.2285714286,78394.238095238,79707.7316017316,80013.6596736597,79157.0979020979,78084.4208144798,77718.9287925696,77834.3034055727,77893.7947041517,77853.5478260869,77909.9808695652,-470.000000000009,-95.7500000000009,-784.883333333334,-1133.61818181818,-987.824175824171,-681.660714285721,-525.041666666664,-489.187719298242,-454.28181818182,-404.312252964428,-374.473846153847
77880,77935.9714285714,79527.6666666666,79524.4199134199,78329.6386946387,77122.7972027972,76820.0126696834,77050.4458204334,77191.1490490933,77198.4154952599,77298.4732919254,77541.4233816425,357.199999999993,-951.142857142859,-1417.2,-1150.92727272727,-720.307692307687,-521.575000000007,-482.531862745095,-443.254385964908,-387.824675324677,-357.790513833993,-359.803076923078
78478,79947.7428571429,79026.8095238095,77272.9004329004,75937.8974358974,75780.013986014,76185.2778280544,76431.3684210526,76509.150818222,76678.6168682576,76979.5838509316,77129.8357487923,-1395.30000000001,-1932.53571428572,-1387.11666666668,-748.79090909091,-494.368131868127,-459.339285714292,-421.38970588235,-361.16842105263,-330.618181818184,-338.568181818179,-329.663846153848
81293,78056.6,75650.9047619047,74382.6969696969,74559.6060606061,75243.4405594406,75638.611764706,75803.4334365325,76048.3967271119,76420.9493298463,76615.9428571428,76729.9922705314,-3220.10000000001,-1781.53571428572,-738.983333333345,-413.672727272728,-401.637362637357,-374.739285714292,-314.762254901959,-289.835087719296,-307.787012987015,-302.261857707507,-288.67153846154
69997,71540.3714285714,71919.2857142857,73059.2077922077,74251.8531468531,74856.9440559441,75123.0488687784,75452.2383900928,75897.1742591773,76126.9519450801,76267.0161490683,76375.962705314,-2665.70000000001,-640.035714285714,-221.883333333341,-274.89090909091,-281.923076923072,-233.650000000004,-223.485294117645,-260.152631578945,-263.736363636366,-254.538537549405,-241.616153846155
66020,67128.0285714286,70879.6666666666,73208.6406926406,74162.6526806527,74552.6993006993,74960.9357466064,75465.5913312693,75714.5174701459,75864.6041189931,75981.8385093167,76084.7793236715,178.699999999993,208.892857142857,-26.4500000000017,-111.109090909091,-93.5934065934014,-115.460714285719,-185.590686274508,-205.664912280698,-205.777922077925,-199.233201581026,-189.904615384617
72786,72846.2571428571,72630.1428571428,73646.3116883117,74200.5454545454,74683.1468531469,75223.3176470589,75452.4860681114,75579.3432109686,75682.3187316116,75778.8310559006,75898.5750724637,3444.19999999999,665.214285714284,182.099999999999,132.236363636386,53.549450549456,-70.4428571428602,-118.480392156861,-135.349122807013,-139.907792207795,-138.375494071144,-138.486153846155
80792,79393.0571428571,76870.2380952381,74638.7965367965,74754.344988345,75283.4265734266,75439.3574660634,75495.8916408669,75543.0619195046,75600.3527296502,75697.052173913,75797.164057971,2704.79999999999,1668.42857142857,599.333333333332,299.72727272729,92.6703296703353,5.43571428571093,-35.2303921568614,-57.159649122803,-68.4948051948083,-78.9199604743068,-84.836153846155
79832,79739.5142857142,78974.8095238095,77582.3809523809,76089.6876456877,75774,75694.6316742082,75639.7708978328,75619.0906678461,75657.2392938869,75713.3552795031,75810.5814492753,276.299999999991,1446.96428571429,1200.78333333333,377.836363636377,162.758241758247,94.2678571428553,52.1838235294124,24.6894736842128,-0.307792207795478,-17.7776679841881,-34.7376923076937
76021,76879.6857142857,78443.4761904762,79178.619047619,78152.2634032635,76481.4615384615,76025.9610859729,75886.7585139319,75835.5599292349,75818.1395881007,75856.100621118,75939.6114009662,-765.500000000006,272.392857142858,738.849999999999,698.054545454555,294.186813186822,180.321428571426,137.946078431373,98.0140350877216,67.3610389610357,37.8942687747051,9.37615384615278
76553,76679,77370.5238095238,78208.7575757575,78617.6666666667,77955.3986013986,76617.7411764707,76254.5758513932,76142.0389208315,76101.1487414188,76116.8844720497,76140.9057004831,-132.100000000006,-646.749999999999,-55.0166666666679,488.127272727278,560.24175824177,296.932142857142,206.835784313726,165.829824561406,124.783116883114,84.4436758893295,51.8807692307677
78604,78166.0857142857,77039.8571428571,76798.8311688312,77562.4055944057,78190.2377622378,77892.0868778281,76840.2631578947,76547.2529854047,76486.2631578947,76437.0447204969,76397.4177777778,-32.3000000000072,-369.821428571427,-397.450000000001,22.1181818181824,428.225274725286,494.271428571427,294.362745098039,216.354385964915,167.431168831166,126.132411067195,92.8723076923073
77880,77441.0571428571,77152.5238095238,76629.9783549783,76560.1841491842,77359.06993007,78088.1891402716,77987.6656346749,77162.6413091552,76900.0098071265,76790.5689440993,76724.2369082125,-353.800000000004,23.4285714285709,-108.400000000002,-158.581818181821,96.9450549450651,387.664285714284,439.357843137255,269.440350877196,200.572727272724,162.935770750988,125.52846153846
75196,76076.5428571428,76736.1428571428,76946.0519480519,76722.5454545455,76703.3706293707,77434.7294117648,78205.7832817337,78192.0858027421,77435.1464530892,77187.0795031056,77039.0510144928,-376.200000000004,25.1785714285716,183.949999999997,45.8818181818123,-31.1483516483428,131.003571428567,333.433823529412,373.936842105266,244.823376623373,186.930830039525,159.493846153845
76488,76111.7142857143,76402.6666666666,76956.4718614718,77199.4708624709,77034.8601398602,77037.7004524888,77654.2198142414,78320.9212737727,78351.4017652827,77646.7279503105,77374.2952657005,254.699999999995,90.9642857142858,181.18333333333,234.509090909081,108.901098901107,11.9857142857121,121.519607843138,289.245614035089,325.038961038958,226.670948616601,185.99923076923
77419,77402.3714285714,77023.0952380952,77021.329004329,77375.5547785548,77605.8601398602,77413.2742081449,77307.1640866873,77827.9610791685,78407.0369401765,78426.298136646,77833.284057971,836.999999999992,379.714285714285,203.999999999996,215.045454545441,209.719780219787,104.617857142854,33.3259803921577,114.675438596493,258.57792207792,300.167984189723,214.386153846153
78042,78103.5428571428,78066.3809523809,77693.8095238095,77615.0023310023,77794.076923077,77881.9538461539,77679.4582043344,77507,77914.5959463877,78496.8434782608,78585.8056038647,547.699999999991,603.821428571429,345.516666666663,181.009090909073,175.697802197808,184.428571428569,101.196078431373,50.3614035087748,124.631168831167,238.132411067194,267.096923076922
78604,78488.7142857143,78519.5714285714,78557.987012987,78169.8391608391,77946.7342657343,78050.3375565612,78061.5975232198,77820.1424148607,77690.6198103955,78097.3217391304,78649.7619323671,376.599999999989,386.071428571427,396.433333333335,247.327272727276,156.93406593407,151.632142857138,170.198529411765,116.773684210529,65.8194805194776,115.993083003953,208.394615384615
78634,78784.6857142857,78810.1904761904,78764.1645021645,78719.2913752914,78402.3916083917,78137.4660633486,78163.3900928792,78223.9871738169,78050.2494279176,77922.9701863354,78256.4363285024,198.999999999991,180.464285714284,222.616666666674,286.609090909093,194.917582417585,146.446428571425,158.52205882353,163.726315789477,108.446753246751,61.0138339920952,105.179999999999
79006,78903.1428571428,78846.7619047619,78790.9307359307,78813.5641025641,78767.8391608392,78474.2542986426,78307.4891640867,78379.522777532,78435.7489375613,78237.8136645962,78070.4560386473,-12.6000000000105,51.4285714285714,118.066666666673,157.581818181821,233.637362637364,192.664285714281,143.985294117647,139.331578947372,139.414285714283,97.4130434782606,62.4476923076917
78836,78799.1428571428,78726.3809523809,78787.9913419914,78740.2750582751,78761.7202797203,78845.5420814481,78670.9659442724,78523.8213180009,78544.6590389016,78552.8248447205,78353.3317874396,-70.600000000007,-0.999999999999061,32.6000000000043,107.554545454547,164.697802197802,207.253571428568,161.252450980393,118.738596491231,120.131168831167,127.501976284585,95.1569230769227
78440,78536.3428571429,78697.3333333333,78639.0216450216,78692.4242424243,78790.4685314685,78901.1647058825,78994.46749226,78807.4564352056,78630.9424648578,78633.9763975155,78656.9926570048,-62.400000000008,-32.5714285714294,37.4666666666685,87.2545454545471,111.582417582417,131.578571428566,161.240196078432,133.650877192985,108.520779220776,113.38537549407,117.952307692307
78564,78591.6,78518.5714285714,78623.2727272727,78726.1258741259,78848.5034965035,78929.9312217195,78984.9133126934,79035.2972136223,78865.923177509,78726.2869565217,78745.7457004831,-20.60000000001,34.2142857142843,74.4999999999982,67.9090909090928,67.6813186813203,78.8678571428541,104.066176470589,139.952631578951,123.185714285711,100.608695652173,102.033846153845
78830,78623.7714285714,78629.9047619047,78720.632034632,78845.5990675991,78892.1118881119,78927.9149321268,78951.0743034056,78998.8080495356,79079.6541353383,78954.7478260869,78839.9555555555,188.199999999992,139.642857142858,78.3666666666625,52.5636363636385,38.6923076923131,49.9749999999945,72.002450980392,97.3280701754418,124.528571428569,108.249999999999,87.2407692307688
78538,78845.8857142857,78954.7619047619,78954.1645021645,78932.2424242424,78933.8531468532,78909.9647058824,78933.9349845202,78986.6744803184,79058.8103955541,79153.5440993789,79040.9545893719,245.999999999992,169.714285714285,80.1333333333259,34.9818181818213,34.3626373626427,40.7857142857102,54.3823529411774,67.6315789473727,84.2727272727251,104.664031620552,91.8061538461532
79394,79205.6,79206.2857142857,79150.3636363636,79032.0699300699,78942.9790209791,78937.4153846155,78949.2972136223,78995.6315789473,79057.746976136,79121.4956521739,79199.8637681159,172.199999999993,92.1428571428544,67.933333333324,46.1000000000026,38.9395604395658,44.1607142857081,42.7181372549025,47.629824561408,54.8298701298675,69.0118577075128,88.8830769230762
79512,79506.1714285714,79288,79182.1168831168,79098.2447552447,79017.6993006993,78984.6832579187,79005.0866873065,79025.8376824414,79058.5053939195,79099.0931677018,79153.0231884058,43.3999999999916,13.7857142857115,37.8333333333268,61.6363636363659,55.450549450555,41.8178571428523,38.2671568627462,32.4754385964948,36.468831168829,44.9871541501999,58.4946153846152
79204,79205.3714285714,79241.8095238095,79130.329004329,79110.4988344989,79114.8601398601,79082.9113122173,79064.3003095975,79068.9115435648,79066.3386727689,79086.9763975155,79116.3557487922,-182.20000000001,-11.8214285714314,28.6166666666659,53.0636363636387,58.3461538461598,45.0749999999933,29.3651960784317,26.7824561403547,25.0337662337646,29.7974308300422,38.8607692307684
78850,78886.4285714286,78963.1904761905,79109.5800865801,79128.696969697,79158.972027972,79179.1647058824,79139.1393188854,79099.4639540027,79093.0673422687,79080.5354037267,79096.3198067633,-134.40000000001,-53.5714285714311,31.6666666666661,35.772727272729,40.0164835164893,38.1607142857092,29.3848039215696,21.0175438596535,20.7142857142841,21.3260869565239,26.4230769230763
78814,78823.4285714286,78897.4285714286,79014.974025974,79160.7902097902,79187.5454545455,79197.5067873304,79193.6594427244,79151.1048208756,79106.1804511278,79097.3614906832,79089.5022222222,46.099999999992,3.17857142857098,-8.983333333334,21.645454545456,16.2472527472585,21.4357142857077,25.7892156862748,21.5385964912519,17.3727272727256,18.3488142292513,18.8069230769227
79035,79050.0857142857,79048.2380952381,79054.6796536796,79107.7645687646,79192.1118881119,79187.6850678734,79190.2941176471,79181.522777532,79144.2173913043,79109.1267080745,79106.0796135265,160.399999999989,60.8214285714289,2.38333333333292,-19.972727272727,3.12637362637913,6.40714285713758,13.5539215686282,20.3754385965135,18.5896103896092,15.1007905138357,15.5307692307684
79342,79306.7714285714,79244.8095238095,79181.329004329,79118.9533799534,79112.6293706294,79172.7819004526,79163.2507739938,79168.5325077399,79170.486433475,79144.852173913,79121.8164251208,119.899999999991,71.9642857142842,15.0499999999996,-15.1090909090914,-21.9560439560377,-1.94642857143548,4.27205882353634,11.615789473704,17.0922077922063,15.2549407114644,11.1553846153843
79388,79373.5142857143,79341.9523809524,79258.9264069264,79171.7435897436,79107.6993006993,79089.3710407241,79142.9938080495,79145.376824414,79159.6861719516,79173.1925465838,79157.898937198,6.89999999999109,14.4642857142855,16.6833333333317,0.0545454545447258,-15.8241758241697,-17.2357142857204,-0.69117647057559,3.67368421054247,8.9402597402579,12.106719367591,9.43384615384573
79237,79267,79259.7619047619,79243.5151515151,79201.8088578089,79134.1818181818,79083.8316742088,79075.7708978328,79131.271118974,79144.997057862,79166.2757763975,79179.602705314,-109.800000000011,-43.0714285714287,-7.36666666666883,4.20909090909114,-0.357142857136925,-10.3821428573655,-13.0073529411667,-1.33684210524931,0.283116883115508,3.18280632411362,5.72692307692262
79122,79081.9714285714,79109.4761904762,79149.632034632,79162.3193473194,79151.8811188812,79114.1475113124,79079.73374613,79081.1472799647,79137.0084995096,79148.7888198758,79162.4272463768,-108.900000000006,-75.0000000000009,-35.266666666668,-5.50909090909128,5.10989010989643,0.571428571238493,-8.80392156862079,-13.6596491227949,-6.22857142857247,-5.15217391304139,-1.77692307692352
78926,78984.8,79004.5714285714,79034,79088.013986014,79125.6923076923,79135.0642533934,79116.7616099072,79092.0238832376,79088.7871853547,79130.8099378882,79133.7364251207,-58.700000000009,-59.2142857142871,-42.7000000000027,-20.063636363636,-2.89560439559491,2.94285714269737,-3.39215686274147,-13.0859649122708,-17.5051948051962,-10.4061264822106,-8.06384615384678
78999,78962.7428571428,78968.1904761904,78985.9307359307,79020.8717948718,79075.3006993007,79121.820814479,79138.9504643963,79120.3409995578,79088.2160836874,79074.6124223603,79107.5410628019,-10.3000000000073,-16.6428571428574,-26.5666666666683,-25.7636363636366,-15.30769230768,-7.10000000012779,-5.12745098039195,-10.1754385964833,-16.7012987013,-18.7944664031599,-11.7323076923083
79005,79009.1142857143,78994.5238095238,78999.1082251082,79007.8275058275,79037.6503496504,79084.2153846145,79119.1702786378,79125.2781954888,79099.7110166721,79065.1354037267,79051.5136231884,41.1999999999909,13.0000000000006,-3.46666666666687,-17.5727272727055,-24.2692307692196,-20.7250000000975,-14.6544117647079,-11.1842105263103,-13.084415584417,-17.1294466403139,-18.4761538461544
79031,79047.5428571428,79058,79040.1428571428,79038.6783216783,79036.4615384616,79045.7574660623,79070.3560371517,79090.7010172491,79092.6227525335,79070.8285714286,79043.128115942,32.499999999988,29.6071428571423,8.54999999999931,-9.38181818179923,-23.8351648351534,-29.2428571429236,-24.558823529415,-17.2631578947353,-12.7532467532481,-13.6926877470339,-17.3330769230776
79116,79094.8285714285,79087.9523809524,79094.1861471861,79071.4988344989,79051.090909091,79028.3348416278,79020.7244582044,79036.0734188413,79055.8421052631,79063.6360248447,79047.5511111111,25.2999999999875,13.7500000000001,6.55000000000688,-9.38181818180418,-20.3406593406488,-27.7714285714647,-29.0196078431437,-23.6614035087727,-17.2168831168849,-13.7628458498001,-14.6830769230772
79106,79117.1428571428,79112.2857142857,79099.5064935065,79088.3636363637,79052.3636363637,79021.4588235282,78995.3931888545,78988.7129588679,79007.2821183393,79028.9813664596,79037.6778743961,0.199999999986762,-8.17857142857118,-14.6166666666561,-14.0636363636263,-18.9175824175741,-22.3714285714317,-25.8627450980461,-26.4859649122833,-22.8012987013019,-17.7835968379449,-14.7023076923082
79094,79092.9714285714,79092.7619047619,79076.7229437229,79054.3193473195,79038.8181818182,79008.5945701345,78985.9411764706,78968.9221583371,78965.4844720497,78982.2919254658,79002.4774879227,-43.9000000000115,-36.4642857142768,-31.2166666666578,-25.7999999999949,-18.6263736263671,-18.8571428571152,-20.7843137254955,-24.3350877193033,-25.3909090909121,-22.3409090909091,-17.9453846153851
79043,79033.3142857143,79021.2380952381,79015.7445887446,79004.7156177157,78993.7482517483,78991.5131221709,78976.3808049536,78961.3785935428,78946.2445243543,78942.2161490683,78958.2556521739,-70.4000000000064,-59.857142857128,-42.9333333333277,-31.1909090909068,-23.6978021977956,-17.6285714285111,-18.6274509804041,-20.6438596491298,-23.4766233766259,-24.2539525691706,-21.7884615384622
78928,78933.6571428571,78933.8095238095,78933.5238095238,78942.9743589745,78949.6923076924,78955.0841628951,78961.1021671827,78950.0937638214,78937.0974174567,78924.2422360248,78921.6398067633,-80.9999999999403,-61.0714285714087,-47.2999999999982,-33.9363636363649,-26.0494505494478,-22.1821428570518,-18.2034313725591,-18.7929824561497,-20.1844155844192,-22.6185770750994,-23.5430769230776
78837,78837.7714285715,78850.9523809524,78866.8744588745,78882.7505827507,78905.4825174826,78918.9031674202,78926.0185758513,78932.9677134012,78925.5501797973,78915.9627329193,78903.5118840579,-60.9999999999081,-49.6428571428473,-40.1000000000017,-34.5545454545503,-28.862637362634,-24.5357142855918,-21.583333333346,-18.1649122807147,-18.6675324675354,-20.0513833992111,-21.9969230769239
78792,78796.9714285716,78804.6666666667,78823.1471861472,78845.2610722611,78861.1398601399,78879.8072398188,78891.7027863776,78900.2591773551,78909.4642039882,78902.9577639751,78893.5943961352,-21.8999999999053,-28.2857142857139,-30.3333333333381,-30.9545454545551,-29.983516483515,-26.3392857141336,-22.9975490196226,-20.8666666666817,-18.3948051948086,-18.6264822134407,-19.5584615384621
78806,78804.2000000004,78806.4285714286,78811.5454545455,78819.9510489511,78831.3146853147,78841.0751131224,78857.4891640866,78869.9164086687,78877.2396207911,78885.2869565217,78879.7416425121,7.20000000006679,-7.17857142858078,-20.2833333333388,-25.6090909091051,-26.9835164835167,-26.5892857141035,-24.3455882353094,-22.2578947368583,-20.411688311692,-18.1067193675911,-18.147692307693
